2339,5640,1,2024-01-10 0:05:10,The wait time was short so I got excellent service overall.,Twitter,coffeeholic7
7796,5980,1,2024-03-27 22:44:10,I was really impressed with the quality of the coffee and the service was great. I would definitely recommend this place to anyone looking for a good cup of coffee.,Twitter,@coffeelover1
85,4034,1,2024-07-25 3:20:10,The coffee was too strong for my taste and it gave me a headache.,Twitter,@coffeelover95
1711,9574,1,2024-01-07 19:58:10,"Great atmosphere,  and drinks are always on point! Staff was very friendly and recommended some drinks for me to try out!",Twitter,coffee_lover_98
5484,8452,1,2024-02-05 15:41:10,"I had a great experience at this coffee truck. The service was good, the wait time was short and the coffee was delicious. I would definitely come back.",Facebook,joesmith123
1216,6867,1,2024-08-01 7:13:10,I had a great experience at this coffee truck. The service was good and the coffee was even better. I would definitely recommend this place to anyone looking for a good cup of coffee.,Facebook,coffee_lover_99
7841,4938,1,2024-12-30 7:02:10,"Great coffee, friendly staff, and cozy atmosphere. A great place to relax and enjoy a cup of coffee.",Instagram,CoffeeLover123
3401,6470,1,2024-03-10 7:42:10,Good service the staff kept the line moving and my drink was hot and delicious. So many options to choose from.,Facebook,coffee_lover123
5499,3383,1,2024-01-01 22:36:10,"Good service, short wait time for quality coffee.  Lots of seating in cozy areas away from other customers.",Twitter,mrs_m_888
7167,3615,1,2024-09-29 13:24:10,I had a great experience at this coffee truck. The service was good and the coffee was delicious. I would definitely recommend this place to others.,Facebook,sampleuser1
7077,6004,1,2024-04-10 0:33:10,The service at this location was great! The employees were friendly and helpful.,Facebook,joesmith
1680,1080,1,2024-10-15 16:09:10,"Very friendly and knowledgeable staff, cozy atmosphere, delicious coffee, and lots of seating options. I really enjoyed my visit here and would definitely recommend this location to anyone looking for a great coffee experience",Google,coffee_fanatic
5731,6206,1,2024-02-15 21:02:10,Delicious coffee!!! They are one of the rare coffee trucks that knows how to make good matcha. The barista was really friendly and even recommended a drink for me to try.,TripAdvisor,@coffee4lyfe
7835,5511,1,2024-01-28 23:27:10,The customer service was great and the wait time was short. I appreciated the cozy seating area and the variety of milk alternatives available. The coffee itself was flavorful and had a consistent quality. I would definitely recommend this coffee truck to others.,Facebook,johndoe123
4936,10230,1,2024-08-21 5:10:10,The cozy seating areas and quiet location provide the perfect atmosphere to relax and enjoy the freshly brewed coffee.  The knowledgeable staff was friendly and helpful in selecting a great tasting coffee to suit my preferences,Instagram,@coffeeholic99
2648,4585,1,2024-06-04 20:26:10,service was fast even during peak hours.  comfy seating and lots of different milk options,Twitter,@joemama
2949,7664,1,2024-05-02 15:46:10,The coffee and snacks were delicious. The cozy seating areas and short wait time made my visit very enjoyable.”,Twitter,coffee_lover45
995,8206,1,2024-01-16 20:00:10,The service could be improved. I think it’s disorganized.  The staff was very friendly and attentive.  But we ordered two items and one came out after 28 minutes and the second came out after another 20 minutes.,Google,coffee_drinker_39
683,1854,1,2024-07-13 23:57:10,Good service with a short wait time. The coffee was a little too sweet though.,Instagram,customer_username
1088,7143,1,2024-04-11 8:15:10,"I've been coming to this coffee truck for years, and I've always had a great experience. The coffee is always fresh and delicious, and the staff is friendly and welcoming. I especially love the cozy seating areas, which are perfect for relaxing with a cup of coffee.",Google,coffeeholic81
1598,4840,1,2024-11-15 3:47:10,The coffee is strong and flavorful and the staff is very friendly. I love their loyalty program!,Google,customer_9
1339,5634,1,2024-06-07 7:48:10,I enjoyed my fresh brewed coffee.  The barista was very friendly.  I will make this a regular stop.,Facebook,joan.jones1
1224,9745,1,2024-09-09 20:26:10,The baristas were incredibly rude to me for no reason. One drink was made wrong and the other tasted burnt. I will not be coming back to this location again.,Twitter,iced_mocha_lover
